file,steps,coherence_avg,p700_avg,light_avg,score
output_pulses_40_1_5.json,100,0.49499999999999955,0.8726345493032707,7.2,1.2956345493032702
output_pulses_60_1_5.json,100,0.49499999999999955,0.8865679805911713,10.8,1.2735679805911708
output_pulses_40_3_10.json,100,0.49499999999999955,0.8577416604695824,10.8,1.244741660469582
output_validation.json,100,0.49499999999999955,0.7233306824077615,25.0,0.9683306824077611
